ID_Origem,OSM_Node_ID,Logradouro,Bairro,Latitude,Longitude,Frequencia_Acidentes,ID_Destino,Distancia_Metros
828,2042694698,BANCARIO,PLANALTO,-18.930048,-48.314301,1.0,6080,61.8
829,3015076669,CAULE,GRANADA,-18.952394,-48.244629,1.0,765,196.9
829,3015076669,CAULE,GRANADA,-18.952394,-48.244629,1.0,829,0.0
829,3015076669,CAULE,GRANADA,-18.952394,-48.244629,1.0,8879,160.0
829,3015076669,CAULE,GRANADA,-18.952394,-48.244629,1.0,8919,61.8
829,3015076669,CAULE,GRANADA,-18.952394,-48.244629,1.0,8930,63.5
830,3015076663,CONTINENTAL,LARANJEIRAS,-18.952081,-48.241644,1.0,830,0.0
830,3015076663,CONTINENTAL,LARANJEIRAS,-18.952081,-48.241644,1.0,9090,16.4
831,3015076662,SEME SIMAO,GRANADA,-18.952087,-48.240954,1.0,831,0.0
831,3015076662,SEME SIMAO,GRANADA,-18.952087,-48.240954,1.0,8891,77.7
831,3015076662,SEME SIMAO,GRANADA,-18.952087,-48.240954,1.0,8917,67.1
831,3015076662,SEME SIMAO,GRANADA,-18.952087,-48.240954,1.0,8947,260.7
832,3015076681,MATA DOS PINHAIS,GRANADA,-18.953011,-48.246318,1.0,832,0.0
832,3015076681,MATA DOS PINHAIS,GRANADA,-18.953011,-48.246318,1.0,8726,62.3
832,3015076681,MATA DOS PINHAIS,GRANADA,-18.953011,-48.246318,1.0,8888,186.2
832,3015076681,MATA DOS PINHAIS,GRANADA,-18.953011,-48.246318,1.0,8936,64.6
833,3015076741,CORINTO,LARANJEIRAS,-18.956409,-48.250143,1.0,833,0.0
833,3015076741,CORINTO,LARANJEIRAS,-18.956409,-48.250143,1.0,6479,63.6
833,3015076741,CORINTO,LARANJEIRAS,-18.956409,-48.250143,1.0,8970,312.2
833,3015076741,CORINTO,LARANJEIRAS,-18.956409,-48.250143,1.0,8995,63.2
834,3015076785,MONTE NEGRO,LARANJEIRAS,-18.958409,-48.24736,1.0,834,0.0
834,3015076785,MONTE NEGRO,LARANJEIRAS,-18.958409,-48.24736,1.0,8993,82.0
834,3015076785,MONTE NEGRO,LARANJEIRAS,-18.958409,-48.24736,1.0,10981,16.2
834,3015076785,MONTE NEGRO,LARANJEIRAS,-18.958409,-48.24736,1.0,12963,124.3
835,3028036867,VEREADOR CARLITO CORDEIRO,JARDIM SUL,-18.955929,-48.252741,1.0,835,0.0
835,3028036867,VEREADOR CARLITO CORDEIRO,JARDIM SUL,-18.955929,-48.252741,1.0,13217,67.2
836,3030487954,IRAQUE,GRANADA,-18.952341,-48.248334,1.0,836,0.0
836,3030487954,IRAQUE,GRANADA,-18.952341,-48.248334,1.0,8884,125.9
836,3030487954,IRAQUE,GRANADA,-18.952341,-48.248334,1.0,8914,64.2
836,3030487954,IRAQUE,GRANADA,-18.952341,-48.248334,1.0,11624,11.0
837,3034562373,JURACY JUNQUEIRA REZENDE,PAMPULHA,-18.935819,-48.246034,1.0,837,0.0
837,3034562373,JURACY JUNQUEIRA REZENDE,PAMPULHA,-18.935819,-48.246034,1.0,3201,9.1
838,3044895783,FRANCISCO RIBEIRO,SANTA MONICA,-18.927272,-48.243689,1.0,838,0.0
838,3044895783,FRANCISCO RIBEIRO,SANTA MONICA,-18.927272,-48.243689,1.0,5963,8.8
838,3044895783,FRANCISCO RIBEIRO,SANTA MONICA,-18.927272,-48.243689,1.0,9272,73.3
838,3044895783,FRANCISCO RIBEIRO,SANTA MONICA,-18.927272,-48.243689,1.0,10107,192.1
839,338770391,ANTONIO THOMAZ FERREIRA DE REZENDE,NOSSA SENHORA DAS GRACAS,-18.875834,-48.278906,1.0,839,0.0
839,338770391,ANTONIO THOMAZ FERREIRA DE REZENDE,NOSSA SENHORA DAS GRACAS,-18.875834,-48.278906,1.0,8900,78.1
839,338770391,ANTONIO THOMAZ FERREIRA DE REZENDE,NOSSA SENHORA DAS GRACAS,-18.875834,-48.278906,1.0,9645,54.2
840,338770535,VINICIUS DE MORAES,SANTA ROSA,-18.884349,-48.284513,1.0,840,0.0
840,338770535,VINICIUS DE MORAES,SANTA ROSA,-18.884349,-48.284513,1.0,8544,41.4
840,338770535,VINICIUS DE MORAES,SANTA ROSA,-18.884349,-48.284513,1.0,8598,8.0
841,2042694452,GENERAL OSORIO,FUNDINHO,-18.926817,-48.282332,1.0,841,0.0
841,2042694452,GENERAL OSORIO,FUNDINHO,-18.926817,-48.282332,1.0,2086,161.8
841,2042694452,GENERAL OSORIO,FUNDINHO,-18.926817,-48.282332,1.0,5980,103.4
842,2042694450,FRANCISCO RIBEIRO,SANTA MONICA,-18.926819,-48.245733,1.0,842,0.0
842,2042694450,FRANCISCO RIBEIRO,SANTA MONICA,-18.926819,-48.245733,1.0,871,73.6
842,2042694450,FRANCISCO RIBEIRO,SANTA MONICA,-18.926819,-48.245733,1.0,3600,215.1
842,2042694450,FRANCISCO RIBEIRO,SANTA MONICA,-18.926819,-48.245733,1.0,9289,8.4
843,2042694501,JAMIL TANNUS,LIDICE,-18.927382,-48.276531,1.0,843,0.0
843,2042694501,JAMIL TANNUS,LIDICE,-18.927382,-48.276531,1.0,4594,93.1
843,2042694501,JAMIL TANNUS,LIDICE,-18.927382,-48.276531,1.0,5946,94.6
844,2042694535,JOAO BALBINO,SANTA MONICA,-18.928079,-48.233752,1.0,844,0.0
844,2042694535,JOAO BALBINO,SANTA MONICA,-18.928079,-48.233752,1.0,5954,9.4
844,2042694535,JOAO BALBINO,SANTA MONICA,-18.928079,-48.233752,1.0,9307,190.8
845,2042694533,SAO FRANCISCO DE ASSIS,LAGOINHA,-18.927847,-48.26192,1.0,767,78.7
845,2042694533,SAO FRANCISCO DE ASSIS,LAGOINHA,-18.927847,-48.26192,1.0,845,0.0
845,2042694533,SAO FRANCISCO DE ASSIS,LAGOINHA,-18.927847,-48.26192,1.0,853,99.0
845,2042694533,SAO FRANCISCO DE ASSIS,LAGOINHA,-18.927847,-48.26192,1.0,5949,92.7
846,2042694517,DUQUE DE CAXIAS,SARAIVA,-18.927702,-48.266472,1.0,99,61.8
846,2042694517,DUQUE DE CAXIAS,SARAIVA,-18.927702,-48.266472,1.0,451,97.4
846,2042694517,DUQUE DE CAXIAS,SARAIVA,-18.927702,-48.266472,1.0,846,0.0
847,2042694515,OLEGARIO MACIEL,VIGILATO PEREIRA,-18.92764,-48.268141,1.0,847,0.0
847,2042694515,OLEGARIO MACIEL,VIGILATO PEREIRA,-18.92764,-48.268141,1.0,5956,86.4
847,2042694515,OLEGARIO MACIEL,VIGILATO PEREIRA,-18.92764,-48.268141,1.0,6004,138.7
848,2042694586,JAMIL TANNUS,TABAJARAS,-18.928601,-48.278508,1.0,848,0.0
848,2042694586,JAMIL TANNUS,TABAJARAS,-18.928601,-48.278508,1.0,1722,94.5
848,2042694586,JAMIL TANNUS,TABAJARAS,-18.928601,-48.278508,1.0,1726,59.7
848,2042694586,JAMIL TANNUS,TABAJARAS,-18.928601,-48.278508,1.0,2117,89.8
849,338820040,ANITTA DELLA PENNA,NOSSA SENHORA DAS GRACAS,-18.871196,-48.285153,1.0,849,0.0
849,338820040,ANITTA DELLA PENNA,NOSSA SENHORA DAS GRACAS,-18.871196,-48.285153,1.0,3015,267.9
849,338820040,ANITTA DELLA PENNA,NOSSA SENHORA DAS GRACAS,-18.871196,-48.285153,1.0,3102,58.7
849,338820040,ANITTA DELLA PENNA,NOSSA SENHORA DAS GRACAS,-18.871196,-48.285153,1.0,5996,34.7
849,338820040,ANITTA DELLA PENNA,NOSSA SENHORA DAS GRACAS,-18.871196,-48.285153,1.0,5997,244.8
850,2042694582,TAMOIOS,VIGILATO PEREIRA,-18.928566,-48.270818,1.0,850,0.0
850,2042694582,TAMOIOS,VIGILATO PEREIRA,-18.928566,-48.270818,1.0,5957,84.0
850,2042694582,TAMOIOS,VIGILATO PEREIRA,-18.928566,-48.270818,1.0,6023,87.1
850,2042694582,TAMOIOS,VIGILATO PEREIRA,-18.928566,-48.270818,1.0,6029,92.5
851,2042694546,FRANCISCO RIBEIRO,SANTA MONICA,-18.928231,-48.240328,1.0,851,0.0
851,2042694546,FRANCISCO RIBEIRO,SANTA MONICA,-18.928231,-48.240328,1.0,862,9.2
851,2042694546,FRANCISCO RIBEIRO,SANTA MONICA,-18.928231,-48.240328,1.0,3734,212.0
851,2042694546,FRANCISCO RIBEIRO,SANTA MONICA,-18.928231,-48.240328,1.0,5991,74.8
852,2042694615,DA CARIOCA,TABAJARAS,-18.928932,-48.288522,1.0,852,0.0
852,2042694615,DA CARIOCA,TABAJARAS,-18.928932,-48.288522,1.0,2057,107.4
852,2042694615,DA CARIOCA,TABAJARAS,-18.928932,-48.288522,1.0,2094,35.9
852,2042694615,DA CARIOCA,TABAJARAS,-18.928932,-48.288522,1.0,6015,73.7
853,2042694598,QUINTINO BOCAIUVA,LAGOINHA,-18.928695,-48.261633,1.0,845,99.0
853,2042694598,QUINTINO BOCAIUVA,LAGOINHA,-18.928695,-48.261633,1.0,853,0.0
853,2042694598,QUINTINO BOCAIUVA,LAGOINHA,-18.928695,-48.261633,1.0,9482,86.3
853,2042694598,QUINTINO BOCAIUVA,LAGOINHA,-18.928695,-48.261633,1.0,12844,35.1
854,2042694625,DOUTOR MISAEL RODRIGUES DE CASTRO,SEGISMUNDO PEREIRA,-18.929128,-48.229649,1.0,854,0.0
854,2042694625,DOUTOR MISAEL RODRIGUES DE CASTRO,SEGISMUNDO PEREIRA,-18.929128,-48.229649,1.0,6030,74.9
854,2042694625,DOUTOR MISAEL RODRIGUES DE CASTRO,SEGISMUNDO PEREIRA,-18.929128,-48.229649,1.0,9321,194.7
854,2042694625,DOUTOR MISAEL RODRIGUES DE CASTRO,SEGISMUNDO PEREIRA,-18.929128,-48.229649,1.0,9998,8.7
855,2042694622,PADRE HUMBERTO ARAUJO BRAGA,CHACARAS TUBALINA,-18.928977,-48.326984,1.0,450,286.3
855,2042694622,PADRE HUMBERTO ARAUJO BRAGA,CHACARAS TUBALINA,-18.928977,-48.326984,1.0,855,0.0
855,2042694622,PADRE HUMBERTO ARAUJO BRAGA,CHACARAS TUBALINA,-18.928977,-48.326984,1.0,2881,197.7
855,2042694622,PADRE HUMBERTO ARAUJO BRAGA,CHACARAS TUBALINA,-18.928977,-48.326984,1.0,9428,481.1
855,2042694622,PADRE HUMBERTO ARAUJO BRAGA,CHACARAS TUBALINA,-18.928977,-48.326984,1.0,9489,186.3
856,2042694677,AUGUSTO CESAR,TABAJARAS,-18.929855,-48.279244,1.0,128,70.3
856,2042694677,AUGUSTO CESAR,TABAJARAS,-18.929855,-48.279244,1.0,856,0.0
856,2042694677,AUGUSTO CESAR,TABAJARAS,-18.929855,-48.279244,1.0,2058,85.9
857,2042694322,ANA GODOY DE SOUZA,SEGISMUNDO PEREIRA,-18.925291,-48.229992,1.0,95,73.8
857,2042694322,ANA GODOY DE SOUZA,SEGISMUNDO PEREIRA,-18.925291,-48.229992,1.0,857,0.0
857,2042694322,ANA GODOY DE SOUZA,SEGISMUNDO PEREIRA,-18.925291,-48.229992,1.0,9970,7.1
857,2042694322,ANA GODOY DE SOUZA,SEGISMUNDO PEREIRA,-18.925291,-48.229992,1.0,9971,193.0
858,2042694308,ANA GODOY DE SOUZA,SEGISMUNDO PEREIRA,-18.925111,-48.230673,1.0,857,74.4
858,2042694308,ANA GODOY DE SOUZA,SEGISMUNDO PEREIRA,-18.925111,-48.230673,1.0,858,0.0
858,2042694308,ANA GODOY DE SOUZA,SEGISMUNDO PEREIRA,-18.925111,-48.230673,1.0,9975,193.4
858,2042694308,ANA GODOY DE SOUZA,SEGISMUNDO PEREIRA,-18.925111,-48.230673,1.0,9976,7.2
859,2042694352,CAETES,SARAIVA,-18.925531,-48.263529,1.0,859,0.0
859,2042694352,CAETES,SARAIVA,-18.925531,-48.263529,1.0,1957,97.6
859,2042694352,CAETES,SARAIVA,-18.925531,-48.263529,1.0,5856,122.7
860,2042694401,CORONEL SEVERIANO,TABAJARAS,-18.926288,-48.289218,1.0,860,0.0
860,2042694401,CORONEL SEVERIANO,TABAJARAS,-18.926288,-48.289218,1.0,2138,75.3
860,2042694401,CORONEL SEVERIANO,TABAJARAS,-18.926288,-48.289218,1.0,4740,40.9
860,2042694401,CORONEL SEVERIANO,TABAJARAS,-18.926288,-48.289218,1.0,5960,123.2
861,338820354,NEUZA MAGNINO CARDOSO,RESIDENCIAL GRAMADO,-18.87493,-48.289691,1.0,861,0.0
861,338820354,NEUZA MAGNINO CARDOSO,RESIDENCIAL GRAMADO,-18.87493,-48.289691,1.0,5913,183.3
862,3044895788,FRANCISCO RIBEIRO,SANTA MONICA,-18.928151,-48.240304,1.0,37,73.1
862,3044895788,FRANCISCO RIBEIRO,SANTA MONICA,-18.928151,-48.240304,1.0,851,9.2
862,3044895788,FRANCISCO RIBEIRO,SANTA MONICA,-18.928151,-48.240304,1.0,862,0.0
862,3044895788,FRANCISCO RIBEIRO,SANTA MONICA,-18.928151,-48.240304,1.0,5920,192.1
863,3044895807,FRANCISCO ANTONIO OLIVEIRA,SANTA MONICA,-18.931044,-48.236743,1.0,863,0.0
863,3044895807,FRANCISCO ANTONIO OLIVEIRA,SANTA MONICA,-18.931044,-48.236743,1.0,1001,74.7
863,3044895807,FRANCISCO ANTONIO OLIVEIRA,SANTA MONICA,-18.931044,-48.236743,1.0,3757,91.2
863,3044895807,FRANCISCO ANTONIO OLIVEIRA,SANTA MONICA,-18.931044,-48.236743,1.0,6098,9.1
864,3050739578,RONDON PACHECO,BRASIL,-18.897146,-48.256304,1.0,864,0.0
864,3050739578,RONDON PACHECO,BRASIL,-18.897146,-48.256304,1.0,865,93.9
865,3050739577,RONDON PACHECO,TIBERY,-18.897707,-48.256971,1.0,231,94.1
865,3050739577,RONDON PACHECO,TIBERY,-18.897707,-48.256971,1.0,865,0.0
865,3050739577,RONDON PACHECO,TIBERY,-18.897707,-48.256971,1.0,3933,33.0
866,338770309,ELIS REGINA,SANTA ROSA,-18.879935,-48.279894,1.0,866,0.0
866,338770309,ELIS REGINA,SANTA ROSA,-18.879935,-48.279894,1.0,5072,149.9
866,338770309,ELIS REGINA,SANTA ROSA,-18.879935,-48.279894,1.0,9263,59.9
866,338770309,ELIS REGINA,SANTA ROSA,-18.879935,-48.279894,1.0,9264,62.0
867,338770404,NOSSA SENHORA DO CARMO,SANTA ROSA,-18.878113,-48.286034,1.0,867,0.0
867,338770404,NOSSA SENHORA DO CARMO,SANTA ROSA,-18.878113,-48.286034,1.0,3004,61.7
867,338770404,NOSSA SENHORA DO CARMO,SANTA ROSA,-18.878113,-48.286034,1.0,9671,8.8
868,3050739571,RONDON PACHECO,NOSSA SENHORA DA APARECIDA,-18.905944,-48.261389,1.0,232,101.6
868,3050739571,RONDON PACHECO,NOSSA SENHORA DA APARECIDA,-18.905944,-48.261389,1.0,868,0.0
869,3050739570,RONDON PACHECO,TIBERY,-18.906094,-48.261242,1.0,869,0.0
869,3050739570,RONDON PACHECO,TIBERY,-18.906094,-48.261242,1.0,4115,87.4
869,3050739570,RONDON PACHECO,TIBERY,-18.906094,-48.261242,1.0,11672,9.8
870,338820347,JOAO BATISTA REZENDE,RESIDENCIAL GRAMADO,-18.87373,-48.288861,1.0,870,0.0
870,338820347,JOAO BATISTA REZENDE,RESIDENCIAL GRAMADO,-18.87373,-48.288861,1.0,5911,138.6
871,2042694468,FRANCISCO RIBEIRO,SANTA MONICA,-18.926991,-48.245057,1.0,98,73.6
871,2042694468,FRANCISCO RIBEIRO,SANTA MONICA,-18.926991,-48.245057,1.0,416,210.8
871,2042694468,FRANCISCO RIBEIRO,SANTA MONICA,-18.926991,-48.245057,1.0,871,0.0
871,2042694468,FRANCISCO RIBEIRO,SANTA MONICA,-18.926991,-48.245057,1.0,9290,7.9
872,2042694458,VASCO GIFONE,SARAIVA,-18.926938,-48.267617,1.0,847,95.5
872,2042694458,VASCO GIFONE,SARAIVA,-18.926938,-48.267617,1.0,872,0.0
872,2042694458,VASCO GIFONE,SARAIVA,-18.926938,-48.267617,1.0,5923,86.1
873,338823869,JOSE ANDRAUS GASSANI,DISTRITO INDUSTRIAL,-18.879703,-48.308423,1.0,873,0.0
873,338823869,JOSE ANDRAUS GASSANI,DISTRITO INDUSTRIAL,-18.879703,-48.308423,1.0,8415,457.6
873,338823869,JOSE ANDRAUS GASSANI,DISTRITO INDUSTRIAL,-18.879703,-48.308423,1.0,12740,9.6
874,2042694300,BENJAMIN ALVES DOS SANTOS,SARAIVA,-18.925082,-48.266252,1.0,874,0.0
874,2042694300,BENJAMIN ALVES DOS SANTOS,SARAIVA,-18.925082,-48.266252,1.0,900,86.9
874,2042694300,BENJAMIN ALVES DOS SANTOS,SARAIVA,-18.925082,-48.266252,1.0,5873,114.2
875,2042694296,TAMOIOS,SARAIVA,-18.92505,-48.26821,1.0,96,133.0
875,2042694296,TAMOIOS,SARAIVA,-18.92505,-48.26821,1.0,875,0.0
875,2042694296,TAMOIOS,SARAIVA,-18.92505,-48.26821,1.0,5886,87.4
876,3050803598,JOSE PAES DE ALMEIDA,SANTA MONICA,-18.926361,-48.252077,1.0,876,0.0
876,3050803598,JOSE PAES DE ALMEIDA,SANTA MONICA,-18.926361,-48.252077,1.0,4592,10.1
876,3050803598,JOSE PAES DE ALMEIDA,SANTA MONICA,-18.926361,-48.252077,1.0,6746,104.2
876,3050803598,JOSE PAES DE ALMEIDA,SANTA MONICA,-18.926361,-48.252077,1.0,9389,86.5
877,3050803586,JOSE PAES DE ALMEIDA,SANTA MONICA,-18.925474,-48.256888,1.0,877,0.0
877,3050803586,JOSE PAES DE ALMEIDA,SANTA MONICA,-18.925474,-48.256888,1.0,5896,10.0
877,3050803586,JOSE PAES DE ALMEIDA,SANTA MONICA,-18.925474,-48.256888,1.0,6742,102.8
877,3050803586,JOSE PAES DE ALMEIDA,SANTA MONICA,-18.925474,-48.256888,1.0,9383,86.5
878,3050803578,JOAO NAVES DE AVILA,SANTA MONICA,-18.921634,-48.262591,1.0,9,18.5
878,3050803578,JOAO NAVES DE AVILA,SANTA MONICA,-18.921634,-48.262591,1.0,149,57.0
878,3050803578,JOAO NAVES DE AVILA,SANTA MONICA,-18.921634,-48.262591,1.0,878,0.0
879,3050767795,RONDON PACHECO,LIDICE,-18.919788,-48.268252,1.0,879,0.0
879,3050767795,RONDON PACHECO,LIDICE,-18.919788,-48.268252,1.0,5687,24.9
880,3050804948,RONDON PACHECO,TIBERY,-18.896233,-48.254968,1.0,880,0.0
880,3050804948,RONDON PACHECO,TIBERY,-18.896233,-48.254968,1.0,11952,377.6
880,3050804948,RONDON PACHECO,TIBERY,-18.896233,-48.254968,1.0,12277,17.2
881,3050804946,BENJAMIN MAGALHAES,TIBERY,-18.898639,-48.253063,1.0,881,0.0
881,3050804946,BENJAMIN MAGALHAES,TIBERY,-18.898639,-48.253063,1.0,3930,226.8
881,3050804946,BENJAMIN MAGALHAES,TIBERY,-18.898639,-48.253063,1.0,3946,14.2
881,3050804946,BENJAMIN MAGALHAES,TIBERY,-18.898639,-48.253063,1.0,9404,82.2
882,3078447978,ARNOLDI DE ALMEIDA CASTRO,LAGOINHA,-18.932434,-48.251064,1.0,882,0.0
882,3078447978,ARNOLDI DE ALMEIDA CASTRO,LAGOINHA,-18.932434,-48.251064,1.0,9452,143.2
882,3078447978,ARNOLDI DE ALMEIDA CASTRO,LAGOINHA,-18.932434,-48.251064,1.0,13010,78.2
883,338770255,OLIMPICA,SANTA ROSA,-18.89201,-48.279695,1.0,883,0.0
883,338770255,OLIMPICA,SANTA ROSA,-18.89201,-48.279695,1.0,5195,194.0
883,338770255,OLIMPICA,SANTA ROSA,-18.89201,-48.279695,1.0,9443,12.1
883,338770255,OLIMPICA,SANTA ROSA,-18.89201,-48.279695,1.0,9849,48.9
884,338770228,ALEXANDRINO ALVES VIEIRA,SANTA ROSA,-18.892521,-48.276782,1.0,884,0.0
884,338770228,ALEXANDRINO ALVES VIEIRA,SANTA ROSA,-18.892521,-48.276782,1.0,5197,194.6
884,338770228,ALEXANDRINO ALVES VIEIRA,SANTA ROSA,-18.892521,-48.276782,1.0,8480,10.1
885,338770226,CLEANTO VIEIRA GONCALVES,SANTA ROSA,-18.89383,-48.279074,1.0,885,0.0
885,338770226,CLEANTO VIEIRA GONCALVES,SANTA ROSA,-18.89383,-48.279074,1.0,1104,11.1
885,338770226,CLEANTO VIEIRA GONCALVES,SANTA ROSA,-18.89383,-48.279074,1.0,9442,194.4
886,2042694272,MANOEL CAMARGO DA CRUZ,SANTA MONICA,-18.924601,-48.255881,1.0,484,12.2
886,2042694272,MANOEL CAMARGO DA CRUZ,SANTA MONICA,-18.924601,-48.255881,1.0,886,0.0
886,2042694272,MANOEL CAMARGO DA CRUZ,SANTA MONICA,-18.924601,-48.255881,1.0,901,87.0
886,2042694272,MANOEL CAMARGO DA CRUZ,SANTA MONICA,-18.924601,-48.255881,1.0,5793,131.4
887,2042694342,TIMBIRAS,SARAIVA,-18.925521,-48.265599,1.0,874,84.3
887,2042694342,TIMBIRAS,SARAIVA,-18.925521,-48.265599,1.0,887,0.0
887,2042694342,TIMBIRAS,SARAIVA,-18.925521,-48.265599,1.0,5824,123.3
888,2042694329,ALFREDO TORMIN,SANTA MONICA,-18.925413,-48.257728,1.0,117,125.7
888,2042694329,ALFREDO TORMIN,SANTA MONICA,-18.925413,-48.257728,1.0,888,0.0
888,2042694329,ALFREDO TORMIN,SANTA MONICA,-18.925413,-48.257728,1.0,5896,88.6
888,2042694329,ALFREDO TORMIN,SANTA MONICA,-18.925413,-48.257728,1.0,9383,11.9
889,2042694096,CORONEL ANTONIO ALVES PEREIRA,SARAIVA,-18.923277,-48.264939,1.0,889,0.0
889,2042694096,CORONEL ANTONIO ALVES PEREIRA,SARAIVA,-18.923277,-48.264939,1.0,5803,85.3
889,2042694096,CORONEL ANTONIO ALVES PEREIRA,SARAIVA,-18.923277,-48.264939,1.0,5831,121.9
890,2042694092,SEGISMUNDO PEREIRA,SEGISMUNDO PEREIRA,-18.923181,-48.23084,1.0,890,0.0
890,2042694092,SEGISMUNDO PEREIRA,SEGISMUNDO PEREIRA,-18.923181,-48.23084,1.0,977,195.9
890,2042694092,SEGISMUNDO PEREIRA,SEGISMUNDO PEREIRA,-18.923181,-48.23084,1.0,1155,74.1
891,2042694068,ANTONIO MARCIANO DE AVILA,SANTA MONICA,-18.922824,-48.239489,1.0,891,0.0
891,2042694068,ANTONIO MARCIANO DE AVILA,SANTA MONICA,-18.922824,-48.239489,1.0,1072,8.3
891,2042694068,ANTONIO MARCIANO DE AVILA,SANTA MONICA,-18.922824,-48.239489,1.0,5775,74.6
891,2042694068,ANTONIO MARCIANO DE AVILA,SANTA MONICA,-18.922824,-48.239489,1.0,5823,196.4
892,2042694185,TAPAJOS,SARAIVA,-18.923731,-48.266265,1.0,892,0.0
892,2042694185,TAPAJOS,SARAIVA,-18.923731,-48.266265,1.0,5803,122.0
892,2042694185,TAPAJOS,SARAIVA,-18.923731,-48.266265,1.0,5831,85.9
893,2042694182,TIRADENTES,FUNDINHO,-18.923559,-48.283063,1.0,893,0.0
893,2042694182,TIRADENTES,FUNDINHO,-18.923559,-48.283063,1.0,1687,90.1
893,2042694182,TIRADENTES,FUNDINHO,-18.923559,-48.283063,1.0,5798,78.6
894,2042694217,GUAJAJARAS,SARAIVA,-18.924166,-48.269502,1.0,894,0.0
894,2042694217,GUAJAJARAS,SARAIVA,-18.924166,-48.269502,1.0,2099,88.3
894,2042694217,GUAJAJARAS,SARAIVA,-18.924166,-48.269502,1.0,5825,83.4
894,2042694217,GUAJAJARAS,SARAIVA,-18.924166,-48.269502,1.0,5879,132.3
895,2042694211,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.924176,-48.241332,1.0,895,0.0
895,2042694211,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.924176,-48.241332,1.0,897,74.1
895,2042694211,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.924176,-48.241332,1.0,5788,195.7
895,2042694211,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.924176,-48.241332,1.0,5851,72.3
895,2042694211,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.924176,-48.241332,1.0,10087,197.8
896,2042694209,BENJAMIN ALVES DOS SANTOS,SARAIVA,-18.924202,-48.267592,1.0,392,85.7
896,2042694209,BENJAMIN ALVES DOS SANTOS,SARAIVA,-18.924202,-48.267592,1.0,875,114.6
896,2042694209,BENJAMIN ALVES DOS SANTOS,SARAIVA,-18.924202,-48.267592,1.0,896,0.0
897,2042694199,JOSE CARRIJO,SANTA MONICA,-18.923998,-48.242011,1.0,895,74.1
897,2042694199,JOSE CARRIJO,SANTA MONICA,-18.923998,-48.242011,1.0,897,0.0
897,2042694199,JOSE CARRIJO,SANTA MONICA,-18.923998,-48.242011,1.0,898,73.9
897,2042694199,JOSE CARRIJO,SANTA MONICA,-18.923998,-48.242011,1.0,5745,195.5
897,2042694199,JOSE CARRIJO,SANTA MONICA,-18.923998,-48.242011,1.0,10066,197.9
898,2042694193,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.923821,-48.242688,1.0,897,73.9
898,2042694193,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.923821,-48.242688,1.0,898,0.0
898,2042694193,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.923821,-48.242688,1.0,5773,195.6
898,2042694193,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.923821,-48.242688,1.0,5799,74.2
898,2042694193,DOUTOR LAERTE VIEIRA GONCALVES,SANTA MONICA,-18.923821,-48.242688,1.0,10106,198.0
899,2042694189,SEGISMUNDO PEREIRA,SEGISMUNDO PEREIRA,-18.923709,-48.22881,1.0,899,0.0
899,2042694189,SEGISMUNDO PEREIRA,SEGISMUNDO PEREIRA,-18.923709,-48.22881,1.0,978,195.5
899,2042694189,SEGISMUNDO PEREIRA,SEGISMUNDO PEREIRA,-18.923709,-48.22881,1.0,1621,74.1
900,2042694263,BENJAMIN ALVES DOS SANTOS,SARAIVA,-18.924632,-48.266927,1.0,892,122.0
900,2042694263,BENJAMIN ALVES DOS SANTOS,SARAIVA,-18.924632,-48.266927,1.0,896,84.7
900,2042694263,BENJAMIN ALVES DOS SANTOS,SARAIVA,-18.924632,-48.266927,1.0,900,0.0
901,2042694252,CESAR FINOTTI,SANTA MONICA,-18.924444,-48.256691,1.0,901,0.0
901,2042694252,CESAR FINOTTI,SANTA MONICA,-18.924444,-48.256691,1.0,5822,131.6
901,2042694252,CESAR FINOTTI,SANTA MONICA,-18.924444,-48.256691,1.0,5852,84.9
901,2042694252,CESAR FINOTTI,SANTA MONICA,-18.924444,-48.256691,1.0,6742,13.6
902,2042694239,HORACIO REZENDE,DANIEL FONSECA,-18.924387,-48.294911,1.0,902,0.0
902,2042694239,HORACIO REZENDE,DANIEL FONSECA,-18.924387,-48.294911,1.0,2079,104.9
902,2042694239,HORACIO REZENDE,DANIEL FONSECA,-18.924387,-48.294911,1.0,5117,72.7
902,2042694239,HORACIO REZENDE,DANIEL FONSECA,-18.924387,-48.294911,1.0,5532,78.3
902,2042694239,HORACIO REZENDE,DANIEL FONSECA,-18.924387,-48.294911,1.0,5789,277.3
903,2042694229,CICERO MACEDO,FUNDINHO,-18.92422,-48.284126,1.0,903,0.0
903,2042694229,CICERO MACEDO,FUNDINHO,-18.92422,-48.284126,1.0,2107,38.0
903,2042694229,CICERO MACEDO,FUNDINHO,-18.92422,-48.284126,1.0,10581,27.6
