mobilizacao,ponto_acidente,distancia_metros,frequencia_acidentes
227,900,1696.0,1.0
98,901,1341.199951171875,1.0
440,902,1234.199951171875,1.0
227,903,1636.800048828125,1.0
98,904,1560.0,1.0
86,905,1815.300048828125,1.0
86,906,906.2000122070312,1.0
98,907,1972.9000244140625,1.0
98,908,1190.0999755859375,1.0
98,909,1825.699951171875,1.0
86,910,965.9000244140625,1.0
440,911,1564.5999755859375,1.0
440,912,5901.7998046875,1.0
86,913,1483.0999755859375,1.0
98,914,825.5,1.0
98,915,2269.699951171875,1.0
98,916,1205.699951171875,1.0
98,917,2098.39990234375,1.0
98,918,607.0,1.0
98,919,1836.699951171875,1.0
86,920,1499.4000244140625,1.0
98,921,1244.300048828125,1.0
440,922,3608.0,1.0
98,923,1265.0999755859375,1.0
210,924,1839.300048828125,1.0
86,925,918.0999755859375,1.0
86,926,413.0,1.0
86,927,799.0,1.0
440,928,1144.300048828125,1.0
86,929,1987.199951171875,1.0
210,930,1298.800048828125,1.0
86,931,827.5999755859375,1.0
86,932,1148.199951171875,1.0
86,933,904.7999877929688,1.0
440,934,1498.699951171875,1.0
98,935,953.0,1.0
98,936,1751.5,1.0
98,937,1605.0999755859375,1.0
86,938,1055.800048828125,1.0
440,939,3069.699951171875,1.0
440,940,1758.199951171875,1.0
86,941,3260.300048828125,1.0
440,942,3053.800048828125,1.0
86,943,4011.5,1.0
98,944,1311.800048828125,1.0
98,945,2026.0999755859375,1.0
440,946,1963.4000244140625,1.0
98,947,1237.5999755859375,1.0
98,948,1450.300048828125,1.0
98,949,1458.300048828125,1.0
98,950,1113.5999755859375,1.0
98,951,2328.5,1.0
98,952,2314.5,1.0
98,953,1904.5,1.0
440,954,2325.199951171875,1.0
86,955,663.7999877929688,1.0
98,956,1711.5999755859375,1.0
210,957,3178.699951171875,1.0
210,958,3208.10009765625,1.0
98,959,1880.5999755859375,1.0
98,960,1815.800048828125,1.0
98,961,1607.4000244140625,1.0
98,962,2226.89990234375,1.0
98,963,2529.199951171875,1.0
98,964,1460.199951171875,1.0
98,965,1312.800048828125,1.0
98,966,1238.300048828125,1.0
98,967,1635.9000244140625,1.0
98,968,2528.39990234375,1.0
86,969,2908.0,1.0
440,970,883.2999877929688,1.0
210,971,1779.800048828125,1.0
210,972,1042.300048828125,1.0
210,973,2331.300048828125,1.0
210,974,2229.199951171875,1.0
210,975,1977.800048828125,1.0
210,976,2646.699951171875,1.0
98,977,1864.300048828125,1.0
98,978,2085.199951171875,1.0
98,979,2308.0,1.0
86,980,2220.60009765625,1.0
86,981,2338.0,1.0
98,982,2124.89990234375,1.0
98,983,1936.5,1.0
440,984,2524.39990234375,1.0
440,985,2877.800048828125,1.0
440,986,2746.10009765625,1.0
86,987,1131.5,1.0
86,988,2355.60009765625,1.0
440,989,1311.300048828125,1.0
86,990,4296.89990234375,1.0
440,991,1814.5,1.0
86,992,3540.199951171875,1.0
86,993,861.4000244140625,1.0
440,994,2513.699951171875,1.0
98,995,2307.10009765625,1.0
86,996,2567.10009765625,1.0
86,997,757.0999755859375,1.0
86,998,1211.9000244140625,1.0
86,999,1348.5,1.0
