ID_Origem,OSM_Node_ID,Logradouro,Latitude,Longitude,Indice_Periculosidade,ID_Destino,Distancia_Metros
1131,338928172,Rua Professor Eurico Silva,-18.898055,-48.290215,0,1130,87.4
1131,338928172,Rua Professor Eurico Silva,-18.898055,-48.290215,0,1131,0
1131,338928172,Rua Professor Eurico Silva,-18.898055,-48.290215,0,1148,94.2
1131,338928172,Rua Professor Eurico Silva,-18.898055,-48.290215,0,11021,9.7
1132,338928175,Avenida Atlântica,-18.900471,-48.290492,0,656,90.5
1132,338928175,Avenida Atlântica,-18.900471,-48.290492,0,1129,146
1132,338928175,Avenida Atlântica,-18.900471,-48.290492,0,1132,0
1132,338928175,Avenida Atlântica,-18.900471,-48.290492,0,1136,149.6
1132,338928175,Avenida Atlântica,-18.900471,-48.290492,0,7983,94.7
1133,338928179,Rua Orlando de Souza,-18.901942,-48.288093,25,1133,0
1133,338928179,Rua Orlando de Souza,-18.901942,-48.288093,25,1134,78.2
1133,338928179,Rua Orlando de Souza,-18.901942,-48.288093,25,1136,153.7
1133,338928179,Rua Orlando de Souza,-18.901942,-48.288093,25,1139,47.9
1134,338928181,Avenida Tufi Mameri,-18.90157,-48.287462,0,912,99
1134,338928181,Avenida Tufi Mameri,-18.90157,-48.287462,0,1133,78.2
1134,338928181,Avenida Tufi Mameri,-18.90157,-48.287462,0,1134,0
1134,338928181,Avenida Tufi Mameri,-18.90157,-48.287462,0,2098,21.6
1135,338928182,Rua Mário Pafume,-18.900628,-48.28893,0,655,90.4
1135,338928182,Rua Mário Pafume,-18.900628,-48.28893,0,656,125.4
1135,338928182,Rua Mário Pafume,-18.900628,-48.28893,0,1135,0
1135,338928182,Rua Mário Pafume,-18.900628,-48.28893,0,1136,92.4
1136,338928183,Rua Mário Pafume,-18.90133,-48.289399,0,1132,149.6
1136,338928183,Rua Mário Pafume,-18.90133,-48.289399,0,1133,153.7
1136,338928183,Rua Mário Pafume,-18.90133,-48.289399,0,1135,92.4
1136,338928183,Rua Mário Pafume,-18.90133,-48.289399,0,1136,0
1136,338928183,Rua Mário Pafume,-18.90133,-48.289399,0,7825,94.2
1137,338928186,Rua Mário Pafume,-18.903237,-48.290678,0,1062,127.7
1137,338928186,Rua Mário Pafume,-18.903237,-48.290678,0,1063,50.1
1137,338928186,Rua Mário Pafume,-18.903237,-48.290678,0,1070,279.9
1137,338928186,Rua Mário Pafume,-18.903237,-48.290678,0,1137,0
1137,338928186,Rua Mário Pafume,-18.903237,-48.290678,0,1138,108.3
1138,338928188,Rua Mário Pafume,-18.904062,-48.291225,0,1069,268.2
1138,338928188,Rua Mário Pafume,-18.904062,-48.291225,0,1137,108.3
1138,338928188,Rua Mário Pafume,-18.904062,-48.291225,0,1138,0
1138,338928188,Rua Mário Pafume,-18.904062,-48.291225,0,6896,122.2
1139,338928191,Rua Orlando de Souza,-18.902351,-48.288237,90,1133,47.9
1139,338928191,Rua Orlando de Souza,-18.902351,-48.288237,90,1139,0
1139,338928191,Rua Orlando de Souza,-18.902351,-48.288237,90,1140,115.4
1139,338928191,Rua Orlando de Souza,-18.902351,-48.288237,90,7819,45.3
1140,338928193,Rua Teresa Crosara Tronconi,-18.902734,-48.287218,117,912,57.2
1140,338928193,Rua Teresa Crosara Tronconi,-18.902734,-48.287218,117,1139,115.4
1140,338928193,Rua Teresa Crosara Tronconi,-18.902734,-48.287218,117,1140,0
1141,338928196,Rua Pedro A. Dias,-18.899046,-48.28867,0,1141,0
1141,338928196,Rua Pedro A. Dias,-18.899046,-48.28867,0,1142,127.3
1141,338928196,Rua Pedro A. Dias,-18.899046,-48.28867,0,9222,10.4
1141,338928196,Rua Pedro A. Dias,-18.899046,-48.28867,0,11021,189.1
1142,338928198,Avenida Atlântica,-18.898406,-48.287667,0,1141,127.3
1142,338928198,Avenida Atlântica,-18.898406,-48.287667,0,1142,0
1142,338928198,Avenida Atlântica,-18.898406,-48.287667,0,1143,77.8
1142,338928198,Avenida Atlântica,-18.898406,-48.287667,0,9223,81.4
1143,338928200,Rua Virgilio Mineiro,-18.897812,-48.28805,0,1142,77.8
1143,338928200,Rua Virgilio Mineiro,-18.897812,-48.28805,0,1143,0
1143,338928200,Rua Virgilio Mineiro,-18.897812,-48.28805,0,1144,94.1
1143,338928200,Rua Virgilio Mineiro,-18.897812,-48.28805,0,11021,219.6
1144,338928202,Rua Virgilio Mineiro,-18.89697,-48.288143,0,1143,94.1
1144,338928202,Rua Virgilio Mineiro,-18.89697,-48.288143,0,1144,0
1144,338928202,Rua Virgilio Mineiro,-18.89697,-48.288143,0,7979,10.7
1144,338928202,Rua Virgilio Mineiro,-18.89697,-48.288143,0,11005,69.6
1145,338928207,Rua Virgilio Mineiro,-18.895205,-48.288375,0,1145,0
1145,338928207,Rua Virgilio Mineiro,-18.895205,-48.288375,0,1150,96.6
1145,338928207,Rua Virgilio Mineiro,-18.895205,-48.288375,0,1151,143.4
1145,338928207,Rua Virgilio Mineiro,-18.895205,-48.288375,0,1152,119
1146,338928211,Rua Sátiro José de Araújo,-18.89619,-48.289752,0,1146,0
1146,338928211,Rua Sátiro José de Araújo,-18.89619,-48.289752,0,1147,95.1
1146,338928211,Rua Sátiro José de Araújo,-18.89619,-48.289752,0,1150,157.8
1146,338928211,Rua Sátiro José de Araújo,-18.89619,-48.289752,0,7980,129.5
1147,338928213,Rua Sátiro José de Araújo,-18.895509,-48.290299,0,1119,22.7
1147,338928213,Rua Sátiro José de Araújo,-18.895509,-48.290299,0,1146,95.1
1147,338928213,Rua Sátiro José de Araújo,-18.895509,-48.290299,0,1147,0
1147,338928213,Rua Sátiro José de Araújo,-18.895509,-48.290299,0,1151,90.7
1148,338928214,Avenida Morum Bernardino,-18.897215,-48.290333,0,1131,94.2
1148,338928214,Avenida Morum Bernardino,-18.897215,-48.290333,0,1148,0
1148,338928214,Avenida Morum Bernardino,-18.897215,-48.290333,0,11001,98.9
1149,338928215,Rua Judite Moreira,-18.895823,-48.286492,0,1149,0
1149,338928215,Rua Judite Moreira,-18.895823,-48.286492,0,1150,187.6
1149,338928215,Rua Judite Moreira,-18.895823,-48.286492,0,1153,46.2
1149,338928215,Rua Judite Moreira,-18.895823,-48.286492,0,8093,95.5
1150,338928218,Rua Virgilio Mineiro,-18.896067,-48.288257,0,1145,96.6
1150,338928218,Rua Virgilio Mineiro,-18.896067,-48.288257,0,1146,157.8
1150,338928218,Rua Virgilio Mineiro,-18.896067,-48.288257,0,1149,187.6
1150,338928218,Rua Virgilio Mineiro,-18.896067,-48.288257,0,1150,0
1150,338928218,Rua Virgilio Mineiro,-18.896067,-48.288257,0,7979,90.4
1151,338928219,Avenida Haiti,-18.894984,-48.289639,0,1115,69.3
1151,338928219,Avenida Haiti,-18.894984,-48.289639,0,1145,143.4
1151,338928219,Avenida Haiti,-18.894984,-48.289639,0,1147,90.7
1151,338928219,Avenida Haiti,-18.894984,-48.289639,0,1151,0
1152,338928222,Avenida Peru,-18.894876,-48.287322,0,597,157.5
1152,338928222,Avenida Peru,-18.894876,-48.287322,0,1145,119
1152,338928222,Avenida Peru,-18.894876,-48.287322,0,1152,0
1152,338928222,Avenida Peru,-18.894876,-48.287322,0,1153,128.4
1153,338928224,Avenida Peru,-18.895464,-48.286272,0,1149,46.2
1153,338928224,Avenida Peru,-18.895464,-48.286272,0,1152,128.4
1153,338928224,Avenida Peru,-18.895464,-48.286272,0,1153,0
1153,338928224,Avenida Peru,-18.895464,-48.286272,0,1160,39.4
1154,338928227,Avenida Tufi Mameri,-18.900011,-48.28858,0,655,95.1
1154,338928227,Avenida Tufi Mameri,-18.900011,-48.28858,0,911,19.9
1154,338928227,Avenida Tufi Mameri,-18.900011,-48.28858,0,1154,0
1154,338928227,Avenida Tufi Mameri,-18.900011,-48.28858,0,1155,221.7
1155,338928228,Rua Antônio B. Nunes,-18.898921,-48.286815,0,654,146.5
1155,338928228,Rua Antônio B. Nunes,-18.898921,-48.286815,0,1154,221.7
1155,338928228,Rua Antônio B. Nunes,-18.898921,-48.286815,0,1155,0
1155,338928228,Rua Antônio B. Nunes,-18.898921,-48.286815,0,1157,59
1156,338928229,Avenida Morum Bernardino,-18.896878,-48.287282,0,1156,0
1156,338928229,Avenida Morum Bernardino,-18.896878,-48.287282,0,9223,130.2
1156,338928229,Avenida Morum Bernardino,-18.896878,-48.287282,0,12415,48.5
1157,338928232,Rua Leandro Marquez,-18.898396,-48.286735,0,1155,59
1157,338928232,Rua Leandro Marquez,-18.898396,-48.286735,0,1157,0
1157,338928232,Rua Leandro Marquez,-18.898396,-48.286735,0,9043,76.1
1157,338928232,Rua Leandro Marquez,-18.898396,-48.286735,0,9223,52.6
1158,338928234,Rua Francisco Jorge,-18.897859,-48.285601,0,605,66.8
1158,338928234,Rua Francisco Jorge,-18.897859,-48.285601,0,1158,0
1158,338928234,Rua Francisco Jorge,-18.897859,-48.285601,0,9088,8.7
1159,338928235,Rua Francisco Jorge,-18.896773,-48.28635,0,604,71
1159,338928235,Rua Francisco Jorge,-18.896773,-48.28635,0,1075,84.1
1159,338928235,Rua Francisco Jorge,-18.896773,-48.28635,0,1159,0
1159,338928235,Rua Francisco Jorge,-18.896773,-48.28635,0,8093,11.2
1160,338928236,Rua Tenente Lucas,-18.895149,-48.286099,0,1153,39.4
1160,338928236,Rua Tenente Lucas,-18.895149,-48.286099,0,1160,0
1160,338928236,Rua Tenente Lucas,-18.895149,-48.286099,0,1162,83.7
1160,338928236,Rua Tenente Lucas,-18.895149,-48.286099,0,1164,91.2
1161,338928237,Avenida Paraguai,-18.891799,-48.286489,0,598,90.5
1161,338928237,Avenida Paraguai,-18.891799,-48.286489,0,600,62.6
1161,338928237,Avenida Paraguai,-18.891799,-48.286489,0,1161,0
1161,338928237,Avenida Paraguai,-18.891799,-48.286489,0,1166,165.6
1162,338928238,Rua Ordalia Carneiro Oliveira,-18.895082,-48.285307,0,602,64.4
1162,338928238,Rua Ordalia Carneiro Oliveira,-18.895082,-48.285307,0,614,26.4
1162,338928238,Rua Ordalia Carneiro Oliveira,-18.895082,-48.285307,0,1160,83.7
1162,338928238,Rua Ordalia Carneiro Oliveira,-18.895082,-48.285307,0,1162,0
1163,338928239,Avenida Paraguai,-18.893398,-48.288122,0,1163,0
1163,338928239,Avenida Paraguai,-18.893398,-48.288122,0,1164,229.8
1163,338928239,Avenida Paraguai,-18.893398,-48.288122,0,1165,91.2
1163,338928239,Avenida Paraguai,-18.893398,-48.288122,0,11798,16.8
1164,338928241,Rua Tenente Lucas,-18.894336,-48.286205,0,1160,91.2
1164,338928241,Rua Tenente Lucas,-18.894336,-48.286205,0,1163,229.8
1164,338928241,Rua Tenente Lucas,-18.894336,-48.286205,0,1164,0
1164,338928241,Rua Tenente Lucas,-18.894336,-48.286205,0,1166,118.1
1165,338928243,Rua Julio Borges Santana,-18.89272,-48.287634,0,541,61.1
1165,338928243,Rua Julio Borges Santana,-18.89272,-48.287634,0,598,73.4
1165,338928243,Rua Julio Borges Santana,-18.89272,-48.287634,0,1163,91.2
1165,338928243,Rua Julio Borges Santana,-18.89272,-48.287634,0,1165,0
1165,338928243,Rua Julio Borges Santana,-18.89272,-48.287634,0,1166,152.8
1166,338928245,Rua Julio Borges Santana,-18.89328,-48.286329,0,1161,165.6
1166,338928245,Rua Julio Borges Santana,-18.89328,-48.286329,0,1164,118.1
1166,338928245,Rua Julio Borges Santana,-18.89328,-48.286329,0,1165,152.8
1166,338928245,Rua Julio Borges Santana,-18.89328,-48.286329,0,1166,0
1166,338928245,Rua Julio Borges Santana,-18.89328,-48.286329,0,1167,85.6
1167,338928246,Rua Julio Borges Santana,-18.893203,-48.285519,0,601,26.2
1167,338928246,Rua Julio Borges Santana,-18.893203,-48.285519,0,614,183.7
1167,338928246,Rua Julio Borges Santana,-18.893203,-48.285519,0,1166,85.6
1167,338928246,Rua Julio Borges Santana,-18.893203,-48.285519,0,1167,0
1168,338929084,Rua Sem Nome,-18.874841,-48.28018,0,1168,0
1168,338929084,Rua Sem Nome,-18.874841,-48.28018,0,1171,171.1
1168,338929084,Rua Sem Nome,-18.874841,-48.28018,0,2819,116.7
1168,338929084,Rua Sem Nome,-18.874841,-48.28018,0,11828,15.1
1169,338929110,Rua Iguaçu,-18.875029,-48.271009,0,1169,0
1169,338929110,Rua Iguaçu,-18.875029,-48.271009,0,3202,112.5
1169,338929110,Rua Iguaçu,-18.875029,-48.271009,0,3217,92.6
1169,338929110,Rua Iguaçu,-18.875029,-48.271009,0,7945,79.1
1169,338929110,Rua Iguaçu,-18.875029,-48.271009,0,10742,90.5
1170,338929111,Avenida Antônio Thomaz Ferreira de Rezende,-18.880792,-48.27124,0,1170,0
1170,338929111,Avenida Antônio Thomaz Ferreira de Rezende,-18.880792,-48.27124,0,1215,75.1
1170,338929111,Avenida Antônio Thomaz Ferreira de Rezende,-18.880792,-48.27124,0,1224,114.5
1171,338929113,Avenida Bento Goçalves,-18.873563,-48.279273,0,1168,171.1
1171,338929113,Avenida Bento Goçalves,-18.873563,-48.279273,0,1171,0
1171,338929113,Avenida Bento Goçalves,-18.873563,-48.279273,0,2823,76.2
1171,338929113,Avenida Bento Goçalves,-18.873563,-48.279273,0,3201,114.5
1172,338929115,Avenida Balaiadas,-18.880161,-48.269444,0,1172,0
1172,338929115,Avenida Balaiadas,-18.880161,-48.269444,0,3291,92.1
1172,338929115,Avenida Balaiadas,-18.880161,-48.269444,0,3316,114.6
1172,338929115,Avenida Balaiadas,-18.880161,-48.269444,0,7622,93
1173,338929117,Avenida Quilombo dos Palmares,-18.881861,-48.266924,0,1173,0
1173,338929117,Avenida Quilombo dos Palmares,-18.881861,-48.266924,0,1174,115.7
1173,338929117,Avenida Quilombo dos Palmares,-18.881861,-48.266924,0,3150,93.2
1173,338929117,Avenida Quilombo dos Palmares,-18.881861,-48.266924,0,7611,91
1174,338929118,Avenida Arnaldo Contursi,-18.882446,-48.266016,0,1174,0
1174,338929118,Avenida Arnaldo Contursi,-18.882446,-48.266016,0,3151,88.9
1174,338929118,Avenida Arnaldo Contursi,-18.882446,-48.266016,0,7612,93.2
1174,338929118,Avenida Arnaldo Contursi,-18.882446,-48.266016,0,7614,113.5
1175,338929120,Rua Piauí,-18.881712,-48.264159,0,1175,0
1175,338929120,Rua Piauí,-18.881712,-48.264159,0,1176,113.1
1175,338929120,Rua Piauí,-18.881712,-48.264159,0,1185,92.5
1176,338929121,Rua Piauí,-18.881116,-48.26503,0,1175,113.1
1176,338929121,Rua Piauí,-18.881116,-48.26503,0,1176,0
1176,338929121,Rua Piauí,-18.881116,-48.26503,0,1177,113.9
1176,338929121,Rua Piauí,-18.881116,-48.26503,0,3151,91.7
1176,338929121,Rua Piauí,-18.881116,-48.26503,0,3309,91.5
1177,338929122,Rua Piauí,-18.880515,-48.265906,0,1176,113.9
1177,338929122,Rua Piauí,-18.880515,-48.265906,0,1177,0
1177,338929122,Rua Piauí,-18.880515,-48.265906,0,3150,91
1177,338929122,Rua Piauí,-18.880515,-48.265906,0,3299,114.7
1177,338929122,Rua Piauí,-18.880515,-48.265906,0,4748,90.8
1178,338929126,Rua Piauí,-18.877773,-48.270054,0,1178,0
1178,338929126,Rua Piauí,-18.877773,-48.270054,0,1184,49.7
1178,338929126,Rua Piauí,-18.877773,-48.270054,0,3261,89.7
1179,338929127,Avenida Bento Goçalves,-18.872196,-48.278263,0,1179,0
1179,338929127,Avenida Bento Goçalves,-18.872196,-48.278263,0,1205,94.5
1179,338929127,Avenida Bento Goçalves,-18.872196,-48.278263,0,3180,93.4
1179,338929127,Avenida Bento Goçalves,-18.872196,-48.278263,0,3188,117.1
1180,338929128,Avenida Doutor Rofles Cecilio,-18.878712,-48.270063,0,1180,0
1180,338929128,Avenida Doutor Rofles Cecilio,-18.878712,-48.270063,0,10741,41.4
1181,338929132,Avenida José do Patrocínio,-18.881989,-48.269462,0,1181,0
1181,338929132,Avenida José do Patrocínio,-18.881989,-48.269462,0,7623,76
1181,338929132,Avenida José do Patrocínio,-18.881989,-48.269462,0,11302,112.7
1182,338929138,Rua Acre,-18.88103,-48.263655,0,1175,92.5
1182,338929138,Rua Acre,-18.88103,-48.263655,0,1182,0
1182,338929138,Rua Acre,-18.88103,-48.263655,0,3309,114.5
1183,338929145,Avenida Doutor Rofles Cecilio,-18.876675,-48.270106,0,1183,0
1183,338929145,Avenida Doutor Rofles Cecilio,-18.876675,-48.270106,0,1189,114
1183,338929145,Avenida Doutor Rofles Cecilio,-18.876675,-48.270106,0,4733,50.7
1184,338929146,Avenida Doutor Rofles Cecilio,-18.87733,-48.270102,0,1184,0
1184,338929146,Avenida Doutor Rofles Cecilio,-18.87733,-48.270102,0,4733,63
1184,338929146,Avenida Doutor Rofles Cecilio,-18.87733,-48.270102,0,11337,12.5
1185,338929150,Rua Ceará,-18.882393,-48.264663,0,1185,0
1185,338929150,Rua Ceará,-18.882393,-48.264663,0,3151,113.4
1185,338929150,Rua Ceará,-18.882393,-48.264663,0,6866,90.6
1185,338929150,Rua Ceará,-18.882393,-48.264663,0,7614,90.5
1186,338929152,Rua Pedro Quirino da Silva,-18.874635,-48.270117,0,63,114.4
1186,338929152,Rua Pedro Quirino da Silva,-18.874635,-48.270117,0,1186,0
1186,338929152,Rua Pedro Quirino da Silva,-18.874635,-48.270117,0,3207,65.1
1187,338929160,Rua Pedro Quirino da Silva,-18.879656,-48.262651,0,1187,0
1187,338929160,Rua Pedro Quirino da Silva,-18.879656,-48.262651,0,1188,94.2
1187,338929160,Rua Pedro Quirino da Silva,-18.879656,-48.262651,0,3061,38
1188,338929163,Rua Iguaçu,-18.880354,-48.263159,0,1182,91.6
1188,338929163,Rua Iguaçu,-18.880354,-48.263159,0,1188,0
1188,338929163,Rua Iguaçu,-18.880354,-48.263159,0,3297,113.4
1189,338929183,Avenida Doutor Rofles Cecilio,-18.87565,-48.270122,0,1189,0
1189,338929183,Avenida Doutor Rofles Cecilio,-18.87565,-48.270122,0,3207,94.4
1189,338929183,Avenida Doutor Rofles Cecilio,-18.87565,-48.270122,0,3226,116.9
1189,338929183,Avenida Doutor Rofles Cecilio,-18.87565,-48.270122,0,10745,84.8
1190,338929189,Avenida Visconde de Mauá,-18.874276,-48.269133,0,1190,0
1190,338929189,Avenida Visconde de Mauá,-18.874276,-48.269133,0,3207,90.5
1190,338929189,Avenida Visconde de Mauá,-18.874276,-48.269133,0,7937,45.3
1190,338929189,Avenida Visconde de Mauá,-18.874276,-48.269133,0,7958,60.3
1191,338929205,Rua Miguel Barcha,-18.871682,-48.267408,0,64,179.2
1191,338929205,Rua Miguel Barcha,-18.871682,-48.267408,0,1191,0
1191,338929205,Rua Miguel Barcha,-18.871682,-48.267408,0,1193,54.3
1191,338929205,Rua Miguel Barcha,-18.871682,-48.267408,0,1200,132.7
1192,338929208,Rua Miguel Barcha,-18.873413,-48.268672,0,1192,0
1192,338929208,Rua Miguel Barcha,-18.873413,-48.268672,0,1199,77.4
1192,338929208,Rua Miguel Barcha,-18.873413,-48.268672,0,7935,15.2
1192,338929208,Rua Miguel Barcha,-18.873413,-48.268672,0,7936,29.1
1193,338929212,Rua Álvaro Lenza,-18.871748,-48.266897,0,1191,54.3
1193,338929212,Rua Álvaro Lenza,-18.871748,-48.266897,0,1193,0
1193,338929212,Rua Álvaro Lenza,-18.871748,-48.266897,0,1195,49.6
1193,338929212,Rua Álvaro Lenza,-18.871748,-48.266897,0,1196,82
1194,338929214,Rua Álvaro Lenza,-18.873077,-48.267878,0,1194,0
1194,338929214,Rua Álvaro Lenza,-18.873077,-48.267878,0,1199,46
1194,338929214,Rua Álvaro Lenza,-18.873077,-48.267878,0,3054,50.4
1194,338929214,Rua Álvaro Lenza,-18.873077,-48.267878,0,10483,49.8
1195,338929215,Rua Maria G. Faria,-18.871908,-48.266457,0,65,39.2
1195,338929215,Rua Maria G. Faria,-18.871908,-48.266457,0,1193,49.6
1195,338929215,Rua Maria G. Faria,-18.871908,-48.266457,0,1195,0
1195,338929215,Rua Maria G. Faria,-18.871908,-48.266457,0,3057,48.1
1196,338929217,Rua Álvaro Lenza,-18.872358,-48.267336,0,1193,82
1196,338929217,Rua Álvaro Lenza,-18.872358,-48.267336,0,1196,0
1196,338929217,Rua Álvaro Lenza,-18.872358,-48.267336,0,3054,47.8
1196,338929217,Rua Álvaro Lenza,-18.872358,-48.267336,0,4716,46.9
1197,338929221,Avenida Cabanadas,-18.873083,-48.265524,0,65,172.1
1197,338929221,Avenida Cabanadas,-18.873083,-48.265524,0,1197,0
1197,338929221,Avenida Cabanadas,-18.873083,-48.265524,0,7943,46.7
1197,338929221,Avenida Cabanadas,-18.873083,-48.265524,0,10695,117.3
1198,338929223,Rua Altair Domingues,-18.87348,-48.266464,0,1198,0
1198,338929223,Rua Altair Domingues,-18.87348,-48.266464,0,4723,47.6
1198,338929223,Rua Altair Domingues,-18.87348,-48.266464,0,7940,47.6
1198,338929223,Rua Altair Domingues,-18.87348,-48.266464,0,7941,67
1199,338929225,Rua Miguel Barcha,-18.872848,-48.268242,0,1192,77.4
1199,338929225,Rua Miguel Barcha,-18.872848,-48.268242,0,1199,0
1199,338929225,Rua Miguel Barcha,-18.872848,-48.268242,0,1200,23.8
1200,338929226,Rua Miguel Barcha,-18.87267,-48.268116,0,1199,23.8
1200,338929226,Rua Miguel Barcha,-18.87267,-48.268116,0,1200,0
1200,338929226,Rua Miguel Barcha,-18.87267,-48.268116,0,1201,52.3
1201,338929228,Rua Guiomar de Faria,-18.872406,-48.268528,0,64,56.8
1201,338929228,Rua Guiomar de Faria,-18.872406,-48.268528,0,1201,0
1201,338929228,Rua Guiomar de Faria,-18.872406,-48.268528,0,1202,100.7
1202,338929232,Rua Antônio Rodrigues da Conceição,-18.87314,-48.269089,0,1201,100.7
1202,338929232,Rua Antônio Rodrigues da Conceição,-18.87314,-48.269089,0,1202,0
1202,338929232,Rua Antônio Rodrigues da Conceição,-18.87314,-48.269089,0,3045,49.9
1202,338929232,Rua Antônio Rodrigues da Conceição,-18.87314,-48.269089,0,7936,24.2
1203,338929235,Rua Quito Rodrigues da Cunha,-18.873241,-48.269747,0,1203,0
1203,338929235,Rua Quito Rodrigues da Cunha,-18.873241,-48.269747,0,3045,47.1
1203,338929235,Rua Quito Rodrigues da Cunha,-18.873241,-48.269747,0,3055,56.2
1203,338929235,Rua Quito Rodrigues da Cunha,-18.873241,-48.269747,0,7957,74.2
1204,338929252,Rua Josina E. da Conceição,-18.873899,-48.267915,0,1204,0
1204,338929252,Rua Josina E. da Conceição,-18.873899,-48.267915,0,4725,47.3
1204,338929252,Rua Josina E. da Conceição,-18.873899,-48.267915,0,4727,98.5
1204,338929252,Rua Josina E. da Conceição,-18.873899,-48.267915,0,7935,81.1
1204,338929252,Rua Josina E. da Conceição,-18.873899,-48.267915,0,10483,77.4
1205,338929272,Avenida Bento Goçalves,-18.872882,-48.278794,0,1179,94.5
1205,338929272,Avenida Bento Goçalves,-18.872882,-48.278794,0,1205,0
1205,338929272,Avenida Bento Goçalves,-18.872882,-48.278794,0,2823,14.8
1205,338929272,Avenida Bento Goçalves,-18.872882,-48.278794,0,3194,117.8
1206,338929275,Rua Ceará,-18.878289,-48.270732,0,1206,0
1206,338929275,Rua Ceará,-18.878289,-48.270732,0,3251,114.2
1206,338929275,Rua Ceará,-18.878289,-48.270732,0,10064,52.8
1206,338929275,Rua Ceará,-18.878289,-48.270732,0,10071,56.5
1206,338929275,Rua Ceará,-18.878289,-48.270732,0,10603,37.7
1207,338929277,Rua Acre,-18.876329,-48.2706,0,1207,0
1207,338929277,Rua Acre,-18.876329,-48.2706,0,3217,117.5
1207,338929277,Rua Acre,-18.876329,-48.2706,0,3236,93.2
1207,338929277,Rua Acre,-18.876329,-48.2706,0,10608,29.3
1208,338929298,Avenida Guia Lopes,-18.871112,-48.278783,0,1208,0
1208,338929298,Avenida Guia Lopes,-18.871112,-48.278783,0,3176,24.7
1209,338930211,Avenida Antônio Thomaz Ferreira de Rezende,-18.875672,-48.278996,0,1209,0
1209,338930211,Avenida Antônio Thomaz Ferreira de Rezende,-18.875672,-48.278996,0,1210,94.9
1209,338930211,Avenida Antônio Thomaz Ferreira de Rezende,-18.875672,-48.278996,0,11829,145
1210,338930212,Avenida André Rebouças,-18.874822,-48.278905,0,1209,94.9
1210,338930212,Avenida André Rebouças,-18.874822,-48.278905,0,1210,0
1210,338930212,Avenida André Rebouças,-18.874822,-48.278905,0,3201,93.2
1210,338930212,Avenida André Rebouças,-18.874822,-48.278905,0,3213,118.1
1211,338930225,Avenida Antônio Thomaz Ferreira de Rezende,-18.876024,-48.278437,0,1209,70.7
1211,338930225,Avenida Antônio Thomaz Ferreira de Rezende,-18.876024,-48.278437,0,1211,0
1211,338930225,Avenida Antônio Thomaz Ferreira de Rezende,-18.876024,-48.278437,0,3213,80
1212,338930232,Avenida Bárbara Eleodora,-18.870697,-48.274457,0,1212,0
1212,338930232,Avenida Bárbara Eleodora,-18.870697,-48.274457,0,1213,92.3
1212,338930232,Avenida Bárbara Eleodora,-18.870697,-48.274457,0,3169,116.8
1212,338930232,Avenida Bárbara Eleodora,-18.870697,-48.274457,0,3178,91.3
1213,338930233,Rua Pedro Ivo,-18.870014,-48.273958,0,1212,92.3
1213,338930233,Rua Pedro Ivo,-18.870014,-48.273958,0,1213,0
1213,338930233,Rua Pedro Ivo,-18.870014,-48.273958,0,1214,50.8
1213,338930233,Rua Pedro Ivo,-18.870014,-48.273958,0,3164,114.2
1213,338930233,Rua Pedro Ivo,-18.870014,-48.273958,0,3177,204.9
1214,338930234,Avenida Bárbara Eleodora,-18.869641,-48.273679,0,1213,50.8
1214,338930234,Avenida Bárbara Eleodora,-18.869641,-48.273679,0,1214,0
1215,338930260,Avenida Cabanadas,-18.880239,-48.270829,0,1170,75.1
1215,338930260,Avenida Cabanadas,-18.880239,-48.270829,0,1215,0
1215,338930260,Avenida Cabanadas,-18.880239,-48.270829,0,3296,114.5
1215,338930260,Avenida Cabanadas,-18.880239,-48.270829,0,7950,35.8
1215,338930260,Avenida Cabanadas,-18.880239,-48.270829,0,10065,42.9
1216,338930261,Avenida Frei Caneca,-18.876639,-48.277513,0,1211,118.9
1216,338930261,Avenida Frei Caneca,-18.876639,-48.277513,0,1216,0
1216,338930261,Avenida Frei Caneca,-18.876639,-48.277513,0,3223,80
1217,338930290,Avenida Confederação do Equador,-18.871874,-48.272662,0,1217,0
1217,338930290,Avenida Confederação do Equador,-18.871874,-48.272662,0,3177,116
1217,338930290,Avenida Confederação do Equador,-18.871874,-48.272662,0,3185,94.3
1217,338930290,Avenida Confederação do Equador,-18.871874,-48.272662,0,10063,44.2
1218,338930291,Avenida Rebelião Praieira,-18.872476,-48.271804,0,1217,112.4
1218,338930291,Avenida Rebelião Praieira,-18.872476,-48.271804,0,1218,0
1218,338930291,Avenida Rebelião Praieira,-18.872476,-48.271804,0,3190,91.9
1219,338930300,Avenida Antônio Thomaz Ferreira de Rezende,-18.877765,-48.27567,90,1219,0
1219,338930300,Avenida Antônio Thomaz Ferreira de Rezende,-18.877765,-48.27567,90,3243,70.3
1219,338930300,Avenida Antônio Thomaz Ferreira de Rezende,-18.877765,-48.27567,90,6868,39.1
1220,338930301,Avenida Sabinadas,-18.878424,-48.274822,90,1220,0
1220,338930301,Avenida Sabinadas,-18.878424,-48.274822,90,3255,78
1220,338930301,Avenida Sabinadas,-18.878424,-48.274822,90,6871,73.4
1221,338930310,Avenida Sabinadas,-18.873068,-48.2709,0,1218,115.7
1221,338930310,Avenida Sabinadas,-18.873068,-48.2709,0,1221,0
1221,338930310,Avenida Sabinadas,-18.873068,-48.2709,0,3195,92.6
1222,338930311,Avenida Antônio Thomaz Ferreira de Rezende,-18.879009,-48.273912,0,1220,115.7
